country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FF_ASFR_15.19,FF_ASFR_20.24,FF_ASFR_25.29,FF_ASFR_30.34,FF_ASFR_35.39,FF_ASFR_40.44,FF_ASFR_45.49,FF_ASFR_SE_15.19,FF_ASFR_SE_20.24,FF_ASFR_SE_25.29,FF_ASFR_SE_30.34,FF_ASFR_SE_35.39,FF_ASFR_SE_40.44,FF_ASFR_SE_45.49,FF_GFR,FF_TFR,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,HL_CMR,HL_IMR,HL_NNMR,HL_PNNMR,HL_U5MR,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_age_first_sex_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,RH_contr_modern_p,RH_contr_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,FP_desired_daugh_mean,FP_desired_sons_mean,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_0_p,DM_age_diff_10plus_p,DM_age_diff_5_9_p,DM_age_diff_5minus_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,DV_phys_12m_p,DV_phys_or_sex_partner_12m_p,DV_phys_or_sex_partner_p,DV_phys_p,DV_phys_partner_12m_p,DV_phys_partner_p,DV_sex_12m_p,DV_sex_p,DV_sex_partner_12m_p,DV_sex_partner_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Zambia,2007,22.02,19.11,19.14,15.08,10.42,7.67,6.55,17.94,28.05,,61.27,26.11,36.65,0.08,0.34,0.25,0.03,0.21,0.14,0.00,0.11,0.06,11.14,18.99,55.28,4.86,33.57,29.08,6.23,62.73,17.17,11.71,55.94,23.07,21.07,15.93,61.02,28.88,6.08,38.42,159.29,281.42,265.12,239.07,195.98,86.89,23.17,18.66,20.24,18.92,21.69,27.40,20.78,12.50,219.15,6.25,4.80,2743.96,1.03,4.72,4.89,1.31,6.19,0.50,39.00,2.39,1.50,65.37,0.29,22.47,11.41,68.39,14.20,57.38,2.16,60.66,22.30,14.89,64.80,17.58,54.84,48.40,67.06,32.26,34.80,112.19,260.20,280.28,296.58,81.42,77.35,81.55,0.02,0.01,0.01,976.99,2784.73,4892.90,18.83,16.53,3.08,2.63,96.39,22.95,27.81,25.84,26.74,26.75,22.24,22.64,22.58,17.60,17.36,17.04,51.31,0.49,19.94,15.71,2.05,1.95,15.84,36.86,18.27,49.53,10.70,56.44,1.84,15.42,47.19,35.55,6.42,1.92,2.57,28.46,13.56,36.35,,13.43,19.97,55.44,27.17,16.47,1.00,2.29,52.94,24.60,6.25,2.36,48.66,,33.00,43.36,49.76,46.62,39.76,46.43,15.01,21.33,16.45,17.92,52.02,26.05,12.98,7.40,37.05,,,,,,,,
Zimbabwe,2007,23.38,20.69,16.92,13.77,10.18,8.16,6.91,18.93,27.86,,58.86,26.69,34.79,0.53,0.31,0.25,0.26,0.13,0.10,0.16,0.06,0.04,3.75,10.55,32.32,1.18,63.94,60.46,8.24,91.72,36.33,18.22,44.01,32.41,37.83,21.97,48.17,37.12,9.93,89.87,108.35,211.28,181.76,144.29,94.40,38.98,12.56,14.47,18.42,17.52,18.48,18.95,14.15,8.80,142.39,3.96,3.79,1565.22,0.74,4.31,4.35,1.01,5.61,0.43,24.68,6.61,29.50,31.91,1.10,42.39,33.32,36.18,32.76,21.46,30.22,31.38,42.95,35.01,35.93,33.96,21.58,24.45,54.53,23.04,31.50,77.54,165.18,209.32,273.30,47.57,52.13,54.98,0.22,0.10,0.08,570.85,1876.82,3298.77,19.76,18.15,2.16,2.00,97.74,38.99,39.99,25.69,25.74,25.78,22.14,21.67,21.51,16.52,15.22,15.12,34.35,0.44,35.97,31.78,1.69,1.68,18.22,22.96,17.99,24.83,15.67,40.40,1.87,19.26,42.66,36.21,6.78,7.09,8.43,22.01,21.41,33.28,,31.59,20.00,39.37,33.29,33.13,0.31,0.86,70.11,23.29,39.28,20.55,42.87,34.48,16.67,25.61,33.30,32.83,20.77,28.37,9.40,12.59,11.09,13.22,82.40,33.09,13.43,7.71,45.75,,,,,,,,
Armenia,2008,15.51,17.67,14.88,12.12,10.78,14.11,14.94,20.10,31.34,,64.29,29.86,45.21,0.00,0.06,0.09,0.00,0.02,0.02,0.00,0.01,0.01,0.09,0.06,0.23,39.74,99.68,62.30,10.40,100.00,99.88,85.26,13.00,91.55,99.93,87.21,13.74,94.10,99.82,99.94,34.91,150.08,109.14,36.37,16.51,3.77,0.00,15.13,23.32,22.69,15.36,9.45,3.40,0.00,61.82,1.75,2.57,6165.92,0.27,3.65,3.71,0.39,4.77,0.71,5.30,28.73,51.32,0.72,0.42,17.74,58.63,20.10,86.89,0.38,51.76,0.63,16.98,57.80,20.75,86.32,0.39,4.42,16.60,9.22,7.39,21.01,114.32,117.04,117.69,50.27,46.90,46.26,3.76,2.88,1.46,603.28,1688.38,2775.48,21.53,20.27,1.55,1.48,95.39,12.89,34.12,21.89,21.89,22.35,8.16,7.43,7.45,-5.59,-11.70,-11.71,29.55,0.28,73.77,74.44,1.14,1.24,,8.46,47.84,23.04,26.45,31.63,5.19,10.15,41.75,42.91,4.43,69.71,70.79,20.57,16.22,20.24,,95.29,45.79,18.34,95.96,95.32,0.58,0.72,71.79,21.83,58.25,14.15,75.53,19.71,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,2008,10.63,16.63,15.32,12.87,11.64,9.62,8.20,15.26,25.93,,79.08,,18.11,0.08,0.24,0.17,0.00,0.07,0.05,0.00,0.01,0.01,25.62,8.24,26.59,4.99,32.67,27.32,3.80,49.77,46.65,7.90,20.60,30.18,41.63,7.61,18.95,28.68,38.21,78.07,124.79,163.66,117.51,66.67,28.35,8.81,1.66,7.75,8.92,11.19,8.32,6.16,3.78,1.46,99.05,2.56,1.91,2148.75,0.62,4.62,4.66,0.60,4.79,0.53,26.75,0.41,0.69,81.32,3.46,14.47,19.26,53.63,4.98,3.57,0.61,68.93,12.47,17.44,45.06,4.41,2.95,13.55,47.89,35.05,12.84,60.78,498.85,514.94,590.61,165.01,158.99,164.87,1.96,1.03,1.03,1980.13,5723.54,9891.94,17.66,,2.30,2.03,,39.29,46.30,29.64,30.02,30.12,26.34,26.44,26.33,19.60,19.28,18.67,22.28,0.41,25.16,19.74,0.71,0.81,,9.07,23.20,20.56,2.88,24.60,0.27,23.86,30.64,11.06,7.84,1.62,1.50,11.56,6.98,30.01,,7.32,5.47,13.53,37.50,6.49,,,72.40,,,,,,,,,,,,,,,,42.92,,,,,,,,,,,,
Benin,2008,17.30,17.40,20.00,15.95,12.48,9.32,7.55,18.39,28.92,,74.69,20.30,40.13,0.28,0.13,0.12,0.09,0.04,0.03,0.01,0.00,0.01,65.18,2.82,18.06,1.12,16.76,15.77,2.31,27.82,27.95,4.87,70.90,24.15,31.02,6.29,75.28,28.78,10.83,50.61,111.59,258.90,270.25,228.65,148.48,68.29,29.62,9.12,10.55,10.11,11.43,11.94,10.04,9.45,197.68,5.58,4.98,1759.87,1.11,5.13,5.24,1.50,6.92,0.45,40.65,3.93,2.53,44.00,39.69,21.94,3.58,77.67,24.25,32.00,2.78,41.33,22.32,4.02,76.12,25.27,31.33,51.85,59.22,28.67,30.55,107.71,230.48,253.56,281.17,83.49,89.30,91.07,1.99,0.02,0.02,1001.91,3214.84,5464.37,19.77,17.12,3.12,2.69,86.29,7.32,15.02,30.59,31.11,31.11,28.08,28.00,27.96,25.71,25.51,25.36,73.77,0.39,26.87,24.18,2.03,2.14,4.86,50.44,24.84,35.19,8.94,76.18,1.58,30.10,40.16,28.15,8.44,2.16,2.98,19.75,12.06,79.92,,4.58,4.58,50.81,25.32,4.01,0.10,2.56,54.63,49.20,31.57,30.60,36.33,53.93,,,,,,,,,,,21.23,,,,,,,,,,,,
Bolivia,2008,21.25,16.23,15.90,13.88,12.66,10.53,9.57,19.98,29.45,32.50,60.43,31.70,62.79,0.17,0.09,0.11,0.03,0.02,0.02,0.00,0.00,0.00,5.12,6.85,42.42,16.52,52.45,34.70,8.52,92.01,78.06,32.53,83.89,66.64,82.44,37.25,87.49,74.97,53.59,96.94,95.73,172.13,169.04,128.25,100.67,50.13,7.64,10.05,14.76,13.91,12.98,13.29,11.48,4.36,123.76,3.62,2.41,5783.33,0.57,3.89,3.98,0.77,5.10,0.64,39.05,15.42,21.36,0.00,10.00,15.54,,,76.84,14.25,23.19,26.35,15.32,,,79.68,11.77,13.30,46.13,25.27,20.86,58.74,210.42,215.95,227.11,72.37,71.60,71.23,1.33,1.33,1.33,868.49,2577.73,4274.02,20.65,18.32,2.45,2.19,94.77,25.48,40.99,19.71,20.35,20.60,17.00,17.38,17.46,13.18,13.17,13.14,60.01,0.34,58.47,59.61,0.94,1.01,,39.78,36.67,26.27,22.34,68.79,9.22,12.40,26.58,51.80,3.39,17.86,20.69,37.09,13.08,41.33,,65.69,32.63,83.84,75.28,70.86,7.79,7.80,76.07,2.64,2.63,1.11,6.33,35.86,,,,,,,,,,,89.81,40.11,15.00,27.76,,,,,,,,,
Burkina Faso,2008,19.80,18.60,17.05,14.58,12.06,9.90,8.02,17.44,28.92,,80.20,16.55,19.66,0.22,0.23,0.20,0.13,0.09,0.07,0.06,0.03,0.02,79.08,3.40,11.75,0.47,9.14,8.65,1.37,17.73,10.07,3.19,67.04,12.27,11.00,4.10,71.59,14.29,1.34,41.72,134.32,275.20,270.07,235.78,186.79,89.86,29.76,14.60,16.87,17.17,19.22,19.94,16.51,13.40,208.12,6.11,5.68,1350.58,1.24,5.92,6.00,1.75,8.19,0.36,83.70,1.70,1.33,58.73,30.95,22.95,1.44,74.69,5.69,28.09,,,23.18,1.72,73.90,6.41,27.91,78.75,70.08,29.03,41.05,142.82,253.47,270.43,292.47,75.31,70.30,69.88,0.00,0.00,0.00,903.77,2530.83,4192.60,19.32,17.25,3.42,2.80,94.42,11.85,13.70,33.46,33.55,33.57,28.95,28.75,28.71,25.83,23.55,23.51,80.73,0.33,22.65,20.05,2.15,2.47,,52.95,16.49,64.13,4.98,84.02,0.79,44.12,36.07,19.02,11.33,2.16,3.04,8.28,5.17,87.14,,3.95,3.96,45.79,15.55,2.64,0.07,4.91,31.38,71.50,,,,50.47,,,,,,,,,,,13.08,,,,,,,,,,,,
Cambodia,2008,20.99,17.06,15.22,12.04,11.89,12.23,10.56,19.53,29.69,,62.49,30.23,16.37,0.34,0.26,0.19,0.14,0.13,0.08,0.02,0.04,0.02,20.45,7.62,52.27,2.45,27.28,25.77,4.35,68.21,23.82,3.41,43.63,53.14,26.13,4.07,45.01,57.33,18.04,71.92,50.44,187.20,180.49,137.09,87.65,36.44,5.55,10.47,18.29,19.45,21.68,15.47,10.93,4.50,114.41,3.42,3.29,2325.41,0.68,4.68,4.92,0.73,5.70,0.52,63.09,5.03,8.64,6.93,43.91,,29.37,68.06,,,9.82,6.11,,31.93,65.49,,,14.56,57.44,27.07,30.37,71.03,376.46,432.68,523.40,145.27,146.13,155.59,10.36,2.51,2.50,1743.29,5260.83,9335.27,21.54,20.09,2.24,1.97,98.48,20.03,27.70,30.12,30.19,30.45,28.02,27.65,27.66,26.12,24.75,24.71,67.43,0.29,39.96,37.32,1.70,1.50,,56.13,61.33,63.26,18.02,81.50,6.17,9.61,31.00,53.22,3.02,6.67,8.13,45.82,14.78,64.32,,7.67,11.55,39.73,54.87,8.11,4.36,11.06,44.09,11.30,33.37,15.75,51.86,47.22,7.85,10.03,15.42,19.22,9.02,14.21,2.16,3.53,2.52,3.64,49.99,54.46,17.21,,,,,,,,,,
Cameroon,2008,24.57,20.80,16.80,12.49,10.32,7.96,7.06,18.26,27.63,,62.70,28.20,56.84,0.09,0.10,0.11,0.04,0.03,0.03,0.01,0.00,0.00,11.85,18.45,38.79,2.21,49.36,44.76,6.78,76.07,56.31,14.86,61.32,40.02,60.62,19.81,65.74,47.85,23.51,81.42,127.23,225.48,234.63,192.84,123.42,47.04,14.23,12.70,16.82,16.87,17.47,17.05,12.33,8.20,169.98,4.82,5.29,2593.39,0.88,4.73,4.74,1.36,7.25,0.48,10.59,6.04,12.67,40.94,11.63,22.25,10.69,48.51,13.94,28.94,12.35,37.30,22.73,12.68,45.08,15.74,26.85,53.53,63.90,30.33,33.56,113.75,322.91,350.22,430.55,157.22,157.36,158.81,13.58,9.00,6.20,1886.69,5664.88,9528.69,19.32,16.38,2.57,2.23,94.98,17.30,28.80,26.33,26.61,26.61,24.55,24.55,24.48,23.15,22.88,22.83,61.31,0.45,31.59,28.02,1.99,1.95,,24.39,24.23,42.23,13.36,65.78,1.12,32.57,41.17,25.14,8.77,2.60,3.46,18.25,16.78,64.92,69.39,25.61,12.58,41.03,49.84,21.62,0.48,1.36,55.75,26.66,14.88,8.54,34.48,43.00,28.36,37.90,46.64,54.17,33.93,42.77,10.89,15.05,13.99,16.75,65.74,,,,,,,,,,,,
Colombia,2008,18.36,16.19,15.05,13.55,12.95,12.52,11.37,20.15,30.43,,52.99,31.25,79.01,0.19,0.09,0.07,0.06,0.03,0.02,0.00,0.00,0.00,2.07,13.13,24.71,23.96,73.22,51.51,8.91,100.00,96.98,71.73,72.87,87.83,97.48,75.67,74.15,91.08,90.01,99.30,90.00,127.23,107.20,73.32,40.43,14.49,1.95,6.01,7.07,6.50,5.96,4.70,3.08,1.23,79.37,2.27,2.21,10720.30,0.44,3.88,3.89,0.59,4.89,0.69,34.73,11.06,47.61,6.12,16.48,16.49,0.00,7.12,87.73,12.00,48.47,5.52,16.51,0.00,6.44,88.49,11.25,3.77,16.79,11.46,5.34,20.50,334.55,401.11,401.19,199.42,210.75,208.36,67.24,47.54,45.94,2393.00,7586.93,12501.85,21.10,18.10,1.75,1.69,99.80,54.17,59.47,24.23,24.29,24.29,23.12,22.80,22.75,22.19,21.79,21.70,52.98,0.36,64.37,67.54,0.99,0.89,,56.10,75.48,4.94,47.80,66.20,6.03,22.23,30.27,41.47,4.43,43.53,45.31,74.75,22.88,80.53,71.13,86.05,,,,87.50,,,89.67,,,,,,27.29,38.96,38.96,36.59,37.99,37.99,10.53,10.53,11.20,11.20,,,,,,,,,,,,,
Congo Democratic Republic,2008,20.80,22.20,16.79,13.54,10.47,9.13,7.07,18.15,28.23,,67.19,23.44,41.14,0.13,0.20,0.22,0.04,0.09,0.11,0.01,0.03,0.05,21.41,7.58,40.39,5.30,38.20,36.06,5.12,58.88,14.87,4.02,46.05,13.55,17.13,5.47,50.05,16.51,1.56,26.59,135.05,278.02,283.29,273.75,202.99,99.95,35.69,18.14,22.09,22.19,26.14,31.83,22.94,17.38,218.44,6.54,6.41,605.59,1.18,5.29,5.41,1.46,6.81,0.38,23.11,1.28,0.66,81.10,2.03,32.92,14.86,73.24,9.63,50.97,0.72,78.39,33.56,,,11.10,48.44,59.64,86.93,39.44,47.49,141.08,253.61,258.24,264.05,127.77,122.66,121.84,27.40,18.41,17.78,1533.26,4415.85,7310.45,19.61,16.43,3.08,2.56,78.15,7.09,19.28,25.21,25.45,25.53,24.10,24.15,24.17,22.90,22.60,22.56,65.27,0.55,21.32,19.31,2.65,2.77,,16.50,5.67,62.65,3.17,70.33,1.93,24.99,39.33,33.75,6.95,0.59,0.87,19.54,13.77,28.06,,3.62,8.51,31.67,16.05,3.70,0.61,2.88,31.44,8.86,8.08,7.16,36.49,48.42,44.68,54.14,60.48,60.69,47.72,53.83,23.73,31.68,28.52,32.00,47.65,,,,,,,,,,,,
Cote d'Ivoire,2008,20.42,19.43,18.48,14.83,11.14,8.63,7.05,18.32,28.42,,67.46,26.26,36.16,0.11,0.13,0.14,0.04,0.04,0.04,0.00,0.00,0.00,61.86,7.11,22.53,1.64,15.60,14.33,2.57,45.59,43.64,8.11,52.75,30.63,48.32,11.91,58.07,37.06,25.12,81.56,144.73,246.38,249.65,202.46,164.04,78.00,24.78,18.56,21.87,20.12,21.66,24.86,19.65,12.02,193.87,5.55,5.50,2766.28,1.10,5.40,5.47,1.74,8.38,0.44,44.17,2.44,6.50,27.57,23.32,22.19,12.40,61.74,21.71,31.08,8.77,23.98,23.43,16.15,57.74,25.24,30.18,55.10,76.28,39.82,36.46,126.80,231.89,277.78,282.70,108.65,113.91,111.66,8.17,6.46,5.13,1303.77,4100.75,6699.87,19.01,16.15,3.03,2.57,86.98,10.67,16.30,29.44,30.01,30.13,26.81,26.87,26.82,24.94,24.84,24.46,70.01,0.40,31.69,27.79,,,,12.57,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2008,2.37,10.62,13.99,11.55,10.78,10.28,9.35,19.90,22.89,,64.55,,37.63,0.25,0.21,0.18,0.06,0.06,0.04,0.00,0.00,0.00,21.57,3.17,8.45,22.16,38.91,30.05,4.97,46.00,99.35,90.32,73.27,94.09,69.35,64.08,51.98,66.56,98.16,99.81,47.65,161.47,187.00,128.86,63.74,19.63,3.15,6.28,7.33,8.59,8.82,7.08,4.51,2.34,106.13,3.06,2.06,9704.52,0.65,4.66,4.69,0.64,4.11,0.66,8.12,9.71,74.58,7.85,3.09,31.62,98.91,0.59,90.62,0.89,50.19,5.75,20.57,69.12,0.37,61.99,0.79,4.07,26.02,18.66,7.36,29.98,13.15,13.33,16.27,3.00,2.90,3.20,0.24,0.22,0.16,36.03,104.54,191.85,20.19,,1.97,1.86,68.78,35.89,37.81,29.51,29.69,29.69,22.40,22.14,22.17,12.46,12.46,12.46,12.21,0.21,76.85,78.20,0.61,0.71,,13.88,37.89,10.01,4.98,12.37,0.98,7.71,14.50,9.81,4.61,48.63,33.41,15.63,2.90,15.93,,,8.91,33.27,65.53,,,,77.26,,,,,,,,,,,,,,,,40.65,31.70,6.28,,89.85,,,,,,,,
Ethiopia,2008,22.90,18.86,19.12,12.56,11.77,8.08,6.71,16.70,27.69,,62.06,26.21,36.11,0.28,0.18,0.18,0.08,0.04,0.05,0.01,0.01,0.00,55.13,3.85,27.68,3.23,17.19,12.69,3.04,36.85,34.26,7.09,43.25,17.70,36.04,9.97,48.05,21.73,8.56,81.59,91.50,206.51,210.71,186.88,128.50,57.33,27.40,12.64,16.94,16.24,19.04,17.37,13.94,13.97,154.89,4.54,5.19,956.83,0.80,4.51,4.62,0.95,5.75,0.38,2.75,1.38,16.77,74.80,0.28,55.10,3.56,74.12,28.55,34.99,18.10,72.90,55.20,4.21,72.41,29.47,34.65,42.85,62.24,32.79,29.46,102.29,179.39,225.13,254.57,66.96,70.85,72.23,3.76,2.20,1.13,803.57,2550.53,4333.72,19.08,16.66,2.75,2.29,85.38,14.57,15.60,25.41,25.64,25.70,23.03,22.87,22.72,20.90,20.37,19.81,32.45,0.54,19.91,15.90,2.30,2.62,,34.42,24.97,29.30,12.11,42.72,1.43,26.84,41.84,29.89,8.06,9.10,12.13,20.82,14.96,37.51,,10.75,4.50,20.94,20.30,10.62,1.25,3.66,54.11,39.45,7.92,3.32,19.74,25.42,,,,,,,,,,,29.00,,,,,,,,,,,,
Gabon,2008,23.77,19.44,15.43,13.34,11.50,9.03,7.48,19.38,28.24,,55.42,33.18,72.67,0.14,0.11,0.09,0.05,0.05,0.04,0.00,0.02,0.01,4.51,7.49,34.70,2.13,60.80,56.65,7.09,90.52,72.68,27.69,55.47,60.33,79.99,33.70,58.94,71.02,38.21,91.27,151.82,218.63,218.61,188.78,123.95,61.32,10.00,13.04,15.36,18.34,17.97,16.34,14.38,6.50,169.80,4.87,4.97,17573.90,0.80,4.56,4.55,1.50,7.72,0.66,2.65,10.19,18.22,27.34,0.95,30.22,20.25,59.90,44.16,19.63,20.91,22.46,32.60,22.95,56.78,47.65,17.58,29.28,48.34,26.28,22.06,76.13,377.64,386.72,402.73,156.27,157.01,161.91,11.43,4.79,4.67,1875.24,5652.47,9714.60,18.58,15.76,2.67,2.43,96.89,17.39,30.63,26.72,27.32,27.32,25.46,25.64,25.57,23.67,23.57,23.56,40.99,0.47,41.27,39.41,2.35,2.17,,24.25,30.51,24.45,20.04,46.02,2.40,34.17,34.24,29.19,7.39,3.45,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,2008,21.44,17.15,16.37,12.89,13.34,9.88,8.93,18.96,29.05,,60.92,30.59,40.28,0.03,0.12,0.14,0.00,0.03,0.04,0.00,0.01,0.01,26.90,5.53,21.18,8.52,51.93,48.60,5.90,46.25,52.57,20.36,71.80,36.13,53.07,23.45,74.36,39.13,35.11,80.85,72.16,199.74,211.37,178.13,126.90,61.28,13.55,17.11,27.57,28.34,26.98,24.23,19.22,9.54,143.63,4.32,4.51,2856.16,0.64,3.95,4.02,0.95,5.38,0.54,33.91,5.59,18.54,18.80,6.49,18.97,11.62,37.22,17.84,14.08,18.68,18.93,19.49,11.18,38.00,17.68,13.34,31.27,50.27,29.04,21.22,79.72,257.46,265.97,266.64,108.52,102.72,98.83,8.07,0.23,0.23,1302.18,3697.96,5929.85,20.18,17.82,2.47,2.18,97.08,13.57,18.26,29.65,30.15,30.71,27.41,27.62,27.63,25.35,25.34,25.27,75.61,0.36,34.42,31.04,1.94,1.96,,56.40,37.18,35.56,9.71,77.94,1.32,22.03,36.34,40.31,7.49,2.64,2.93,24.99,19.70,60.19,,10.74,13.60,74.63,48.09,10.14,0.17,0.43,58.37,36.34,25.00,0.00,38.31,59.48,18.14,19.66,22.93,36.91,17.76,20.63,5.49,8.94,5.64,6.74,33.07,20.69,10.79,42.20,,,,,,,,,
Guatemala,2008,22.65,18.94,15.46,13.65,11.72,9.34,8.23,18.24,28.61,,63.00,28.34,37.77,0.20,0.16,0.14,0.08,0.06,0.06,0.01,0.01,0.02,21.85,15.22,48.49,7.12,29.67,25.56,4.95,90.36,73.11,33.41,71.23,57.47,74.74,35.03,74.29,60.64,65.69,91.90,115.47,225.34,190.50,157.60,103.67,43.86,6.39,12.78,15.34,19.90,19.67,17.44,11.97,4.75,147.84,4.21,3.44,5646.62,0.82,5.04,5.06,1.00,6.28,0.60,30.02,15.28,13.71,40.38,13.97,18.03,30.91,53.34,50.11,8.69,13.56,39.17,18.43,30.99,52.86,50.33,8.84,10.94,33.75,18.97,14.77,44.30,535.10,596.54,660.84,240.44,240.06,243.97,23.94,18.79,17.86,2885.24,8642.01,14638.38,19.85,17.93,2.57,2.38,88.73,26.30,32.12,24.41,24.46,24.79,22.62,22.55,22.52,20.64,20.34,19.42,35.84,0.41,43.24,41.92,1.09,1.16,,41.86,35.33,13.19,27.86,40.50,8.66,12.11,26.39,52.85,3.99,9.60,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,2008,20.77,15.39,16.43,13.70,14.01,10.16,9.55,16.37,29.29,,78.51,17.47,28.75,0.17,0.22,0.24,0.07,0.09,0.11,0.03,0.02,0.03,75.68,1.74,11.70,1.00,12.62,11.30,1.73,17.32,20.06,7.40,63.18,15.20,21.42,9.05,67.37,17.54,2.73,49.93,155.88,233.31,243.80,214.25,154.44,82.18,25.87,13.74,17.65,17.30,18.96,18.25,16.78,13.27,189.27,5.55,5.79,1202.95,1.14,6.00,6.09,1.52,8.03,0.38,24.51,4.48,4.29,53.80,15.43,22.09,7.63,67.78,12.42,34.26,5.22,50.48,22.72,8.33,66.11,12.74,33.11,68.48,79.06,37.11,41.95,141.74,437.07,507.70,540.01,151.62,154.30,152.61,1.97,1.16,1.11,1819.41,5554.98,9156.57,18.87,15.93,3.30,2.65,89.86,6.30,9.04,28.78,29.51,29.51,26.19,26.24,26.11,24.11,23.99,23.64,75.52,0.40,22.75,19.02,2.31,2.66,,40.23,11.14,55.60,2.82,78.32,0.33,66.56,25.29,7.83,13.79,3.39,4.21,12.02,13.87,72.22,,0.43,3.89,41.25,20.14,0.15,0.70,1.21,41.33,5.91,14.88,6.05,42.73,51.23,,,,,,,,,,,13.78,,,,,,,,,,,,
Haiti,2008,25.66,18.14,15.28,11.65,10.99,9.07,9.21,19.75,28.29,,58.48,33.31,34.88,0.16,0.27,0.23,0.04,0.13,0.10,0.00,0.04,0.03,24.03,5.55,41.93,0.99,34.04,31.67,4.70,63.34,20.93,5.18,53.17,15.09,25.37,7.25,59.02,19.57,8.81,48.12,71.56,180.68,191.58,183.91,142.18,74.24,16.46,10.45,18.06,20.37,20.32,19.53,15.28,9.83,138.23,4.30,3.06,1674.85,0.75,4.70,4.72,1.01,6.20,0.47,14.41,2.74,1.45,64.66,5.05,29.72,4.82,68.32,13.34,42.95,,,29.04,5.96,64.92,19.67,39.13,31.18,55.69,25.59,30.11,85.12,443.81,466.55,490.69,151.58,131.48,132.10,23.30,18.47,18.39,1818.95,4733.42,7925.85,21.22,17.80,2.37,2.07,99.66,18.69,22.38,26.87,27.04,27.16,25.09,25.18,25.20,22.70,22.60,22.59,42.56,0.46,21.52,17.34,1.44,1.25,,39.73,12.48,15.34,9.24,52.74,4.16,18.92,36.69,40.24,5.69,2.17,2.92,27.21,27.40,47.75,,2.03,19.01,67.81,20.21,2.06,2.36,3.29,68.80,14.49,16.35,6.38,35.55,44.21,10.53,14.95,18.44,23.65,9.93,12.88,7.17,10.97,9.13,10.51,53.19,30.53,16.31,1.50,38.96,,,,,,,,
