country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Malawi,2001,21.79,22.29,18.54,12.12,10.29,8.19,6.78,17.42,27.79,80.54,71.89,16.91,17.19,0.23,0.25,0.28,0.07,0.10,0.10,0.00,0.03,0.02,22.02,10.60,64.81,4.25,13.17,12.91,4.61,61.64,5.31,,56.78,2.91,6.92,,62.22,4.25,1.36,27.70,4.25,876.64,0.91,4.43,4.48,1.17,5.59,0.38,41.48,1.61,0.10,80.81,0.99,32.63,2.88,96.59,20.72,34.46,0.11,78.74,32.99,3.15,95.22,23.82,29.05,250.33,338.26,351.64,80.88,87.81,89.61,0.34,0.22,0.16,970.50,3161.03,5376.49,18.73,3.11,2.47,96.34,25.45,26.04,26.52,22.35,22.46,22.46,18.18,18.04,18.01,58.04,0.48,16.93,14.21,,68.34,6.39,68.15,20.10,62.95,6.29,,,22.08,6.15,38.64,57.11,2.13,13.48,55.42,5.04,2.51,0.96,2.11,32.67,14.69,5.16,0.30,21.08,,53.37,,,,,,,,,,,,
Mali,2001,19.63,18.20,16.85,14.77,12.63,9.96,7.95,16.63,28.85,69.96,82.78,13.10,29.02,0.46,0.24,0.30,0.16,0.08,0.09,0.08,0.03,0.03,79.66,2.37,12.31,0.33,8.03,7.39,1.25,14.42,12.15,5.88,67.34,15.05,13.98,8.06,71.97,19.13,1.79,27.41,6.45,1144.55,1.11,5.15,5.27,1.50,7.01,0.31,38.89,4.57,2.33,76.69,18.27,16.82,5.48,82.52,8.90,58.26,2.71,74.45,16.59,6.13,80.94,10.04,57.47,170.03,260.59,260.59,43.96,50.76,48.98,0.00,0.00,0.00,527.55,1827.44,2938.53,19.00,3.76,2.76,75.08,33.64,34.25,34.35,28.41,28.44,28.50,23.44,23.14,23.14,57.81,0.42,24.83,21.17,2.92,45.27,25.14,30.25,8.86,59.15,12.13,2.68,3.88,10.48,9.86,87.97,57.44,0.50,4.97,57.46,28.43,0.27,,,67.31,,,,,64.81,10.16,,,,,,,,,,,,
Morocco,2001,20.40,18.11,15.46,13.70,12.27,10.67,9.40,19.36,29.39,59.48,52.17,42.09,57.18,0.29,0.27,0.27,0.12,0.12,0.11,0.00,0.00,0.02,53.78,2.81,19.73,1.93,26.49,22.24,3.46,58.83,72.48,51.01,80.53,64.33,73.12,52.89,82.55,67.38,45.07,92.73,3.08,4373.49,0.69,5.43,5.51,0.77,6.91,0.55,23.95,13.45,74.53,18.09,10.93,,71.63,22.32,57.96,25.00,75.14,17.67,,71.99,21.70,57.24,25.56,62.49,80.78,83.14,27.43,24.81,23.79,3.45,0.32,0.12,329.16,893.07,1427.52,21.52,2.00,1.80,98.61,27.94,28.00,28.00,18.21,18.32,18.20,9.57,9.53,8.83,18.64,0.36,60.68,67.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,2001,20.68,19.81,17.80,13.83,11.30,8.92,7.66,17.24,28.56,68.74,70.76,16.22,33.84,0.12,0.17,0.15,0.04,0.05,0.05,0.00,0.01,0.01,40.08,3.09,52.70,0.56,7.21,7.01,2.48,70.87,9.99,7.16,48.76,9.42,12.67,8.96,55.42,11.94,2.10,21.49,5.45,715.90,0.97,4.71,4.96,1.33,6.43,0.31,25.53,2.97,,,1.33,31.06,4.82,95.18,6.14,62.84,,,30.80,5.42,94.58,8.07,58.18,243.98,297.33,342.99,78.75,79.80,83.76,3.42,2.23,1.92,945.05,2872.68,5025.40,18.95,3.08,2.41,82.30,27.51,27.66,27.68,24.11,24.07,24.03,19.32,19.24,19.21,67.71,0.43,23.05,19.95,,36.52,11.70,74.64,7.61,70.82,7.01,2.11,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,2001,21.99,19.12,16.00,14.81,11.52,9.70,6.86,22.42,28.50,,40.78,51.73,39.69,0.11,0.22,0.24,0.01,0.07,0.09,0.00,0.02,0.02,11.46,11.59,31.61,10.99,56.93,54.05,7.42,84.01,36.62,31.12,70.95,28.27,39.37,35.13,74.72,32.28,21.45,70.88,3.30,6356.06,0.82,4.90,4.90,1.22,6.78,0.56,16.43,21.66,20.67,50.62,1.82,18.90,35.38,61.15,45.62,22.64,21.44,48.96,18.87,37.90,58.50,48.16,21.31,129.84,142.25,158.82,37.95,28.48,28.14,0.02,0.01,0.01,455.37,1025.36,1688.35,20.74,2.20,2.04,97.56,25.35,25.92,25.96,21.27,21.40,21.32,15.65,15.39,14.59,33.50,0.44,37.00,32.71,,,,9.67,,38.77,6.30,19.17,20.55,,,57.08,,36.38,37.35,74.77,36.80,37.94,6.82,11.96,81.87,7.71,30.12,12.26,48.01,,76.90,,,,,,,,,,,,
Nepal,2001,9.02,15.85,15.74,13.68,11.01,9.53,7.67,16.49,25.32,78.59,78.85,,7.24,0.37,0.23,0.17,0.08,0.08,0.05,0.00,0.02,0.01,60.98,2.46,11.47,1.97,10.06,9.23,1.17,28.49,21.22,,44.09,10.93,17.66,,40.09,10.29,15.23,75.68,2.19,1460.38,0.97,5.21,5.39,1.00,5.55,0.45,23.73,,1.63,88.15,,15.48,9.24,88.65,29.55,7.75,1.24,75.18,12.97,7.46,75.07,23.96,6.18,367.68,530.21,530.21,127.29,129.49,125.62,2.69,1.61,1.42,1527.50,4661.48,7537.10,19.15,2.76,2.32,82.09,19.98,21.15,21.15,14.38,14.40,14.04,6.49,5.27,4.44,71.06,0.36,22.51,18.02,,47.64,15.95,77.55,7.01,71.91,3.83,1.84,1.58,10.75,10.37,30.56,57.86,8.52,,,,6.51,19.76,24.41,7.06,5.50,18.97,8.16,43.67,,22.70,,,,,,,,,,,,
Nicaragua,2001,24.08,18.37,15.75,12.58,12.22,9.19,7.80,17.49,28.40,46.81,59.36,24.57,53.59,0.50,0.19,0.19,0.29,0.10,0.08,0.18,0.06,0.04,18.10,13.71,43.13,8.47,38.76,30.96,5.69,81.33,63.91,19.83,79.61,50.25,67.20,21.92,83.13,55.63,40.52,90.61,2.97,3201.15,0.82,5.26,5.40,1.01,6.55,0.58,26.57,7.38,42.23,50.23,2.05,19.02,17.00,71.89,29.33,37.23,44.52,48.07,19.34,17.75,71.16,31.01,35.58,327.99,366.48,406.87,130.61,143.48,145.97,13.65,10.04,10.03,1567.37,5165.40,8758.31,19.33,2.65,2.44,98.16,26.50,26.52,27.27,25.24,24.90,25.11,23.56,23.01,23.01,36.73,0.39,34.92,30.83,,20.28,18.38,10.75,1.53,42.00,4.53,8.55,9.31,42.90,11.56,82.52,64.63,28.80,36.31,83.51,61.20,30.76,3.91,3.97,85.99,6.40,9.00,4.01,21.14,,77.82,,,,,,,,,,,,
Niger,2001,21.75,18.25,17.26,14.33,12.44,9.13,6.84,15.48,28.19,77.49,82.04,13.37,26.79,0.30,0.31,0.29,0.09,0.11,0.08,0.00,0.00,0.00,80.55,4.74,11.74,0.51,7.72,7.23,1.26,63.98,12.38,4.60,44.14,8.83,13.56,5.70,49.42,10.78,0.65,34.75,8.21,842.48,1.40,6.00,6.15,1.89,8.33,0.27,8.22,2.98,1.50,79.59,5.92,29.61,1.60,94.67,14.07,53.82,,,29.97,1.82,94.31,14.52,54.33,110.20,154.01,193.04,30.02,30.22,31.09,0.00,0.00,0.00,360.26,1087.84,1865.41,18.15,3.82,2.78,75.79,34.47,34.73,34.84,29.26,29.01,28.84,23.20,22.24,20.61,48.29,0.49,13.22,10.34,,34.33,13.02,36.41,3.78,54.68,10.95,1.08,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,2001,4.40,10.89,15.23,11.60,10.71,8.08,7.74,18.03,21.73,,66.17,,20.02,0.12,0.16,0.19,0.03,0.04,0.06,0.00,0.01,0.01,52.84,3.86,6.39,2.86,9.42,6.85,1.22,42.12,76.31,26.37,38.79,40.23,52.83,18.96,28.35,28.81,67.32,96.90,3.16,3786.10,1.23,7.22,7.42,1.11,6.19,0.47,29.49,,,,15.30,38.00,41.69,56.65,35.91,18.50,,,26.30,29.14,38.91,24.11,12.73,98.70,117.90,135.39,31.88,29.95,29.14,1.93,1.10,1.01,382.51,1078.17,1748.34,19.13,2.71,2.43,57.46,30.81,30.95,31.00,21.66,21.58,21.57,9.92,9.40,9.40,14.95,0.76,44.05,41.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,2001,20.33,16.65,15.09,14.54,13.09,11.24,9.06,19.64,29.60,32.69,60.24,31.48,58.95,0.10,0.13,0.14,0.03,0.03,0.04,0.01,0.01,0.01,6.34,14.17,33.65,18.34,60.00,39.84,8.27,88.70,63.74,25.46,81.21,60.15,69.36,30.43,86.62,68.66,37.57,89.99,2.39,5732.27,0.57,4.24,4.34,0.76,5.65,0.68,20.90,6.99,6.53,49.99,4.56,13.67,39.72,57.17,63.42,28.18,6.83,46.18,14.15,44.21,52.78,67.59,24.49,271.40,298.59,322.88,81.08,78.22,75.55,21.61,13.29,12.37,973.01,2816.00,4532.95,20.71,2.38,2.14,97.15,17.81,19.30,19.31,16.51,16.86,16.77,14.85,14.62,14.35,59.38,0.37,41.86,40.40,,54.43,47.03,32.68,33.17,67.54,4.12,15.09,18.04,52.39,17.64,60.89,75.28,78.22,20.17,64.05,55.17,52.38,,,63.21,,,,,29.91,83.32,,,,,,,,,,,,
Senegal,2001,23.55,19.43,16.60,13.24,11.98,8.72,6.48,17.36,27.96,36.59,70.90,24.14,39.37,0.55,0.33,0.32,0.16,0.15,0.13,0.04,0.06,0.05,66.00,6.82,22.28,1.32,11.72,10.82,2.20,65.76,32.21,13.26,74.67,25.39,37.11,17.57,80.77,34.06,10.71,63.73,5.55,1945.11,1.78,8.75,8.95,2.57,13.02,0.40,16.91,5.02,20.44,45.24,5.46,25.39,9.57,69.81,30.48,46.80,23.25,39.89,25.70,13.74,57.85,34.04,45.67,219.48,285.53,286.74,52.70,56.78,56.39,0.00,0.00,0.00,632.38,2044.19,3383.43,19.58,2.97,2.46,84.94,30.64,30.86,31.18,28.00,27.85,27.75,25.00,24.18,23.64,47.98,0.45,30.29,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2001,18.17,17.11,15.66,15.12,14.27,11.04,8.63,22.03,29.85,44.71,42.72,48.64,68.83,0.09,0.05,0.13,0.02,0.01,0.03,0.01,0.00,0.00,4.88,8.07,22.53,18.17,72.59,63.96,9.05,99.56,75.46,58.59,78.85,65.28,76.66,62.03,80.01,69.81,57.09,87.61,2.65,,0.49,4.00,4.02,0.75,5.41,,16.86,27.69,59.25,13.46,2.22,18.43,62.30,36.27,73.24,8.16,59.79,11.89,18.31,59.75,38.04,73.92,8.39,106.14,132.45,132.73,47.07,50.27,46.81,11.96,2.34,2.11,564.85,1809.87,2808.67,20.76,1.81,1.69,97.65,23.39,23.40,23.97,17.61,17.28,17.36,10.58,9.33,9.33,36.86,0.34,60.77,60.03,,61.25,51.92,0.62,40.96,41.68,4.59,27.46,27.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,2001,21.83,19.17,18.16,13.34,10.77,8.19,8.54,17.97,28.39,81.17,67.77,22.21,23.11,0.33,0.30,0.29,0.15,0.14,0.13,0.04,0.03,0.03,25.02,48.57,69.19,0.21,5.79,5.18,4.90,94.39,8.30,2.12,46.60,2.95,9.83,3.32,53.43,4.58,1.14,33.68,5.14,1441.97,0.98,4.77,4.93,1.34,6.73,0.40,33.91,1.03,0.11,79.76,0.77,41.77,1.86,96.35,10.76,42.32,0.22,78.30,43.69,2.41,95.58,12.12,41.23,258.10,307.83,310.28,82.32,87.99,86.93,4.66,1.99,1.75,987.85,3167.52,5215.91,18.88,2.96,2.43,94.49,25.24,25.54,25.57,23.28,23.37,23.31,20.77,20.67,20.66,80.27,0.39,13.72,10.37,17.62,47.33,8.32,75.49,17.83,84.76,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,2001,19.98,16.92,18.05,15.50,12.84,8.78,7.93,18.54,28.89,,69.45,23.76,35.34,0.23,0.20,0.19,0.14,0.13,0.09,0.02,0.03,0.02,48.62,3.10,32.65,,18.74,17.87,2.75,89.36,20.29,4.51,53.66,16.42,23.46,6.91,60.84,21.89,4.71,43.76,4.72,1358.16,1.07,5.60,5.66,1.56,8.09,0.43,37.42,2.61,1.61,24.03,14.31,,2.92,12.91,65.26,22.17,1.92,22.04,,3.01,66.58,19.18,41.58,203.05,288.82,296.02,91.22,95.28,94.74,8.65,1.72,0.04,1094.64,3430.03,5684.33,19.86,3.02,2.52,92.69,30.51,30.51,30.59,27.30,27.13,27.06,25.02,24.82,24.72,75.91,0.25,38.52,36.84,,20.13,9.80,31.27,3.56,79.40,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,2001,22.22,20.29,18.11,13.76,11.33,8.00,6.30,17.27,27.86,,67.32,20.23,14.72,0.36,0.23,0.20,0.05,0.05,0.05,0.00,0.01,0.01,23.51,9.44,59.34,0.51,17.15,14.26,4.37,54.45,7.27,1.88,50.06,4.66,9.04,2.93,56.35,6.95,2.37,34.80,4.97,,1.11,4.71,4.86,1.41,6.35,,39.27,1.27,4.59,82.61,2.15,48.70,1.56,92.71,2.13,44.58,5.68,79.65,49.29,1.89,91.72,2.62,43.55,200.09,221.40,245.53,95.17,100.19,103.99,25.07,19.51,13.56,1142.01,3606.88,6239.17,18.46,3.50,2.90,95.24,24.33,25.09,25.09,23.21,23.10,23.03,22.22,21.85,21.69,76.02,0.41,12.64,10.03,8.84,57.56,7.12,77.38,12.67,82.16,6.55,1.92,2.80,40.00,12.29,52.14,,2.69,13.08,52.65,8.33,2.09,1.19,3.58,24.01,11.60,3.03,0.75,10.52,37.50,44.31,,,,,,,,,,,,
Vietnam,2001,0.91,6.97,12.23,13.53,13.03,11.77,8.97,20.61,23.32,55.27,63.33,,13.52,0.04,0.05,0.15,0.00,0.01,0.04,0.00,0.00,0.00,5.34,6.75,18.40,8.52,43.68,41.25,4.78,89.25,83.77,13.22,49.12,65.31,56.40,9.06,33.00,45.50,79.80,99.33,1.67,2512.39,0.48,4.48,4.58,0.42,3.46,0.58,74.91,1.00,65.20,26.34,42.70,8.48,25.71,64.85,19.68,79.47,44.44,16.89,6.36,17.00,44.09,13.05,53.70,364.64,403.50,418.43,165.35,163.45,161.11,20.38,16.35,15.01,1984.16,5884.17,9666.73,20.18,1.80,1.70,66.60,28.07,28.32,28.60,25.02,24.97,25.13,21.11,20.24,20.15,61.54,0.34,42.50,40.07,27.93,46.33,54.49,,19.63,62.62,1.95,16.00,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,2001,23.76,21.63,17.64,12.72,9.97,7.74,6.54,17.54,27.60,,60.98,24.69,35.08,0.13,0.18,0.21,0.06,0.06,0.08,0.00,0.01,0.03,12.77,19.20,59.79,3.28,27.43,24.78,5.64,65.55,15.04,8.05,40.41,16.90,18.09,10.50,45.79,20.62,5.13,28.34,4.97,2169.79,1.08,5.09,5.26,1.38,6.73,0.44,28.09,2.52,2.04,66.37,0.44,22.28,13.50,85.25,14.84,51.90,2.91,62.81,22.48,16.15,82.39,16.66,50.39,222.14,290.77,293.55,73.60,78.15,78.10,0.00,0.00,0.00,883.24,2813.25,4686.16,18.44,3.09,2.54,97.19,25.41,25.85,26.13,22.32,22.17,22.30,17.09,17.06,17.06,57.07,0.42,19.24,16.05,23.01,41.37,20.10,55.27,13.46,60.42,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,2001,24.57,21.21,17.02,11.86,10.64,8.18,6.53,18.77,27.56,,59.48,28.01,34.26,0.29,0.22,0.24,0.12,0.10,0.10,0.08,0.06,0.04,6.32,16.23,39.28,15.33,54.40,51.64,7.70,96.93,35.61,14.94,49.65,24.93,37.05,19.22,54.76,29.92,8.14,91.33,3.90,2310.02,0.72,4.31,4.37,1.01,5.79,0.42,22.81,6.43,4.70,32.24,0.84,28.98,33.60,40.33,35.24,19.59,5.58,31.33,43.45,34.68,39.44,36.20,19.84,200.08,263.42,314.82,59.95,59.64,56.30,1.12,0.12,0.11,719.39,2146.93,3377.96,19.57,2.31,2.11,96.97,25.07,25.63,25.81,21.36,21.40,21.36,16.23,15.52,14.97,43.26,0.43,33.62,28.42,25.85,38.86,23.59,32.59,21.97,48.33,7.42,6.82,8.52,40.62,18.48,44.85,,34.78,24.74,49.07,30.28,35.06,0.52,1.30,74.35,17.08,27.30,19.04,44.84,,,,,,,,,,,,,,
Armenia,2002,17.91,15.73,12.62,11.42,13.71,15.49,13.12,20.05,31.24,,65.72,27.90,46.24,0.30,0.26,0.23,0.19,0.15,0.11,0.05,0.05,0.04,0.09,0.08,0.45,58.17,99.46,84.35,10.18,100.00,99.27,74.19,30.46,83.91,99.47,76.64,32.12,88.20,99.04,99.58,2.67,3935.57,0.34,3.95,4.19,0.43,5.16,0.66,6.30,24.47,37.60,1.58,1.54,25.87,54.88,31.19,84.11,5.42,38.30,1.39,23.68,55.28,30.85,84.59,5.14,93.06,110.46,111.29,37.36,39.64,39.32,5.47,4.39,2.45,448.29,1426.91,2359.33,21.56,1.76,1.65,92.40,22.40,22.40,22.42,7.18,7.41,7.36,-8.17,-8.86,-8.88,31.45,0.19,68.72,69.95,,28.84,70.12,33.05,31.18,33.10,4.28,60.33,61.75,29.16,13.98,27.30,,74.05,35.14,27.76,90.82,75.18,,,64.54,,,,,17.56,,,,,,,,,,,,,
Bangladesh,2002,12.00,15.95,15.33,13.02,10.74,8.97,7.49,14.84,25.10,74.48,77.25,,16.46,0.18,0.12,0.13,0.14,0.05,0.06,0.11,0.04,0.04,33.78,8.50,26.02,2.51,23.71,19.85,2.85,88.91,34.86,,31.47,19.28,30.87,,29.21,18.40,25.59,73.10,2.04,1652.28,0.75,5.00,5.08,0.70,5.11,0.48,23.12,,0.00,0.00,1.86,13.86,4.09,69.12,4.99,4.04,0.00,0.00,12.00,3.74,56.31,4.55,3.05,518.11,582.68,616.06,176.15,174.69,174.10,1.21,0.63,0.05,2113.83,6288.73,10445.80,17.37,2.54,2.17,83.49,30.00,30.00,30.37,26.31,26.10,26.05,19.10,18.44,18.30,18.01,0.24,32.96,28.75,,21.77,25.51,4.59,4.37,,7.94,2.90,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,2002,19.12,19.02,19.22,14.21,12.05,8.91,7.48,18.21,28.51,49.27,75.10,20.21,37.99,0.41,0.22,0.22,0.25,0.10,0.10,0.09,0.03,0.02,66.92,2.02,20.37,0.37,12.71,12.03,1.91,23.19,20.36,5.02,70.92,14.83,23.57,7.05,77.91,19.58,6.35,41.16,5.14,1681.22,1.10,5.09,5.26,1.57,7.46,0.41,47.11,3.83,1.55,45.75,26.40,20.47,2.21,84.50,27.40,40.51,1.72,41.10,20.50,2.54,82.86,29.36,38.42,201.39,236.00,272.43,75.38,85.87,86.56,1.52,1.04,0.47,904.53,3091.50,5193.81,19.51,3.21,2.62,88.42,30.45,30.58,31.18,27.77,27.67,27.68,25.42,25.16,25.15,82.91,0.38,24.11,20.84,3.87,50.87,16.02,36.57,7.04,84.51,8.75,2.98,4.51,19.07,14.29,79.70,53.91,4.64,4.46,59.76,19.80,3.75,0.04,4.05,56.58,15.10,,,55.45,63.25,17.28,,,,,,,,,,,,
Bolivia,2002,21.92,17.73,15.10,13.74,12.50,10.54,8.47,19.86,29.07,32.24,59.97,32.19,66.60,0.17,0.08,0.07,0.02,0.01,0.02,0.00,0.00,0.00,7.52,6.27,43.52,14.53,48.96,34.37,7.78,91.84,69.01,30.12,82.01,58.77,74.75,36.33,86.58,67.72,31.83,93.98,2.49,4632.49,0.70,4.22,4.31,0.91,5.55,0.61,,,22.11,34.74,,16.13,33.05,66.95,74.29,21.77,24.28,29.91,16.18,37.37,62.63,77.61,18.67,155.65,205.36,212.19,66.67,72.40,72.78,4.83,4.54,3.53,800.04,2606.27,4366.65,20.72,2.57,2.25,90.96,20.21,20.38,20.49,17.55,17.53,17.52,13.78,13.16,12.67,55.86,0.42,47.69,47.61,,48.58,42.19,23.24,23.81,63.01,3.11,19.43,23.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,2002,22.76,14.88,13.45,13.50,13.95,12.14,9.32,19.32,29.63,,61.22,30.36,17.90,0.20,0.30,0.21,0.10,0.16,0.10,0.02,0.06,0.03,28.71,6.36,53.75,1.28,17.55,17.12,3.38,63.74,16.36,1.62,41.14,34.66,18.33,2.06,43.84,38.61,11.08,51.40,3.58,1627.38,0.76,5.09,5.30,0.79,6.03,0.44,54.42,2.49,5.25,7.62,25.64,,15.26,83.14,,,5.96,7.06,,16.94,81.27,,,326.95,414.41,433.53,152.31,146.04,149.30,11.88,5.53,3.68,1827.73,5257.49,8958.05,21.43,2.59,2.21,91.63,29.02,30.14,30.39,27.39,27.75,27.63,24.29,24.26,24.22,69.28,0.27,32.48,29.13,,62.57,60.53,69.78,27.36,81.31,3.10,3.73,4.54,,,54.57,,3.89,11.03,43.00,51.93,4.22,5.58,14.29,35.87,9.85,25.79,10.70,44.97,55.64,44.39,,,,,,,,,,,,
Colombia,2002,18.81,16.98,14.99,13.77,13.45,11.82,10.17,20.19,30.06,20.58,51.36,33.63,78.00,0.00,0.12,0.10,0.00,0.06,0.04,0.00,0.00,0.00,2.99,14.83,29.65,21.63,67.36,50.54,8.25,100.00,95.96,64.91,80.97,83.87,96.91,69.77,82.66,87.97,85.73,99.43,2.25,7989.33,0.51,4.13,4.16,0.67,5.20,0.66,38.04,11.30,48.25,8.02,7.56,16.64,0.00,14.12,35.96,12.40,50.40,6.74,16.32,0.00,11.91,36.35,10.51,362.46,368.92,369.55,215.12,196.68,196.28,100.43,41.06,40.88,2581.47,7080.45,11777.08,21.47,1.78,1.70,99.81,22.39,23.40,23.40,21.71,22.13,22.04,21.08,21.08,20.98,50.45,0.27,60.41,65.64,,49.27,69.17,6.77,42.55,62.11,4.45,53.54,57.71,69.31,22.18,80.97,73.64,83.11,,,,85.77,,,86.87,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,2002,21.84,19.31,18.27,14.93,10.65,8.22,6.79,17.97,28.12,,67.81,25.28,33.92,0.13,0.22,0.22,0.04,0.07,0.07,0.00,0.00,0.00,64.24,6.21,22.25,1.09,13.51,12.62,2.28,68.91,38.08,8.45,51.74,24.66,43.07,12.18,57.47,31.01,20.93,75.84,5.59,2784.80,1.21,5.93,5.94,1.97,9.46,0.42,39.94,2.65,5.84,30.25,19.29,19.66,10.93,65.67,19.10,44.87,7.95,26.04,20.60,13.90,61.31,22.36,43.68,224.84,254.80,264.91,105.84,106.70,106.36,7.30,5.03,4.27,1270.09,3841.35,6381.72,18.88,3.11,2.61,80.07,29.14,29.50,29.81,26.72,26.69,26.69,24.84,24.69,24.48,71.84,0.39,29.59,24.77,,10.46,13.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2002,2.34,9.44,12.60,11.27,11.52,9.86,9.37,19.37,22.21,34.06,61.50,,35.81,0.18,0.12,0.13,0.01,0.00,0.01,0.00,0.00,0.00,25.36,3.52,10.90,17.10,30.14,23.60,4.08,38.04,96.83,77.41,83.85,90.30,64.87,51.96,57.16,61.21,91.07,99.64,1.93,8325.19,0.75,5.25,5.23,0.74,4.53,0.62,16.87,10.92,66.97,14.32,1.81,17.71,95.53,4.47,85.21,8.73,42.90,10.53,11.82,64.51,3.17,56.05,7.14,12.19,18.39,18.46,3.25,3.50,3.14,0.21,0.19,0.19,38.99,125.84,188.20,19.75,2.19,1.99,66.32,29.58,29.88,29.95,22.18,22.12,22.05,13.34,12.64,12.51,13.15,0.27,72.78,76.97,,39.12,59.09,14.31,17.43,13.70,4.82,45.52,29.71,20.19,3.57,28.22,,98.87,16.12,42.93,60.01,66.70,,0.33,70.57,,,,,,32.69,,,,,,,,,,,,
Ethiopia,2002,23.00,18.52,18.21,12.68,11.78,8.37,7.45,16.43,27.96,,62.12,25.10,34.24,0.18,0.16,0.17,0.04,0.04,0.05,0.00,0.00,0.01,65.43,2.88,17.99,4.34,16.59,15.07,2.26,32.14,28.25,,36.43,9.38,29.92,,40.58,12.53,3.54,69.82,5.61,673.05,0.81,4.59,4.69,0.95,5.79,0.31,1.92,1.09,10.64,80.30,0.06,50.26,1.64,89.66,34.30,49.05,12.64,78.25,50.82,2.09,88.45,35.07,48.41,170.73,205.28,248.32,64.31,67.76,69.05,4.99,2.77,1.96,771.77,2439.45,4142.89,19.10,2.83,2.24,77.67,25.10,25.35,25.43,22.47,22.59,22.51,20.11,20.02,19.64,43.99,0.48,17.95,15.13,,28.09,14.39,40.00,9.10,50.65,8.46,6.09,8.48,,,48.32,,13.89,3.14,17.73,12.73,14.38,,,50.16,,,,,,25.95,,,,,,,,,,,,
